X;CountryCode;RegionCode
Malta;MLT;Europe
Montenegro;MNE;Europe
Netherlands;NLD;Europe
Norway;NOR;Europe
Poland;POL;Europe
Portugal;PRT;Europe
Romania;ROU;Europe
Svalbard and Jan Mayen;SJM;Europe
San Marino;SMR;Europe
Serbia;SRB;Europe
Slovakia;SVK;Europe
Slovenia;SVN;Europe
Sweden;SWE;Europe
Turkey;TUR;Europe
Holy See (Vatican City State);VAT;Europe
Armenia;ARM;Russia China South Asia
Azerbaijan;AZE;Russia China South Asia
Belarus;BLR;Russia China South Asia
Georgia;GEO;Russia China South Asia
Kazakhstan;KAZ;Russia China South Asia
Kyrgyzstan;KGZ;Russia China South Asia
Moldova, Republic of;MDA;Russia China South Asia
Russian Federation;RUS;Russia China South Asia
Tajikistan;TJK;Russia China South Asia
Turkmenistan;TKM;Russia China South Asia
Ukraine;UKR;Russia China South Asia
Uzbekistan;UZB;Russia China South Asia
Aruba;ABW;Latin America
Anguilla;AIA;Latin America
Argentina;ARG;Latin America
Antarctica;ATA;Latin America
Antigua and Barbuda;ATG;Latin America
Bonaire, Sint Eustatius and Saba;BES;Latin America
Bahamas;BHS;Latin America
Saint Barthelemy;BLM;Latin America
Belize;BLZ;Latin America
Bolivia, Plurinational State of;BOL;Latin America
Brazil;BRA;Latin America
Barbados;BRB;Latin America
Chile;CHL;Latin America
Colombia;COL;Latin America
Costa Rica;CRI;Latin America
Cuba;CUB;Latin America
Curacao;CUW;Latin America
Cayman Islands;CYM;Latin America
Dominica;DMA;Latin America
Dominican Republic;DOM;Latin America
Ecuador;ECU;Latin America
Falkland Islands (Malvinas);FLK;Latin America
Guadeloupe;GLP;Latin America
Grenada;GRD;Latin America
Guatemala;GTM;Latin America
French Guiana;GUF;Latin America
Guyana;GUY;Latin America
Honduras;HND;Latin America
Haiti;HTI;Latin America
Jamaica;JAM;Latin America
Saint Kitts and Nevis;KNA;Latin America
Saint Lucia;LCA;Latin America
Saint Martin (French part);MAF;Latin America
Mexico;MEX;North America
Montserrat;MSR;Latin America
Martinique;MTQ;Latin America
Nicaragua;NIC;Latin America
Panama;PAN;Latin America
Peru;PER;Latin America
Paraguay;PRY;Latin America
South Georgia and the South Sandwich Islands;SGS;Latin America
El Salvador;SLV;Latin America
Suriname;SUR;Latin America
Sint Maarten (Dutch part);SXM;Latin America
Turks and Caicos Islands;TCA;Latin America
Trinidad and Tobago;TTO;Latin America
Uruguay;URY;Latin America
Saint Vincent and the Grenadines;VCT;Latin America
Venezuela, Bolivarian Republic of;VEN;Latin America
Virgin Islands, British;VGB;Latin America
Virgin Islands, U.S.;VIR;Latin America
United Arab Emirates;ARE;Latin America
Bahrain;BHR;Latin America
Algeria;DZA;Latin America
Egypt;EGY;Latin America
Iran, Islamic Republic of;IRN;Latin America
Iraq;IRQ;Latin America
Israel;ISR;Latin America
Jordan;JOR;Latin America
Kuwait;KWT;Latin America
Lebanon;LBN;Latin America
Libya;LBY;Latin America
Morocco;MAR;Latin America
Oman;OMN;Latin America
Palestine, State of;PSE;Latin America
Qatar;QAT;Latin America
Saudi Arabia;SAU;Latin America
Syrian Arab Republic;SYR;Latin America
Tunisia;TUN;Latin America
Yemen;YEM;Latin America
Bermuda;BMU;North America
Canada;CAN;North America
Puerto Rico;PRI;North America
Saint Pierre and Miquelon;SPM;North America
United States Minor Outlying Islands;UMI;North America
United States;USA;North America
American Samoa;ASM;Australia Oceania
Australia;AUS;Australia Oceania
Cocos (Keeling) Islands;CCK;Australia Oceania
Cook Islands;COK;Australia Oceania
Christmas Island;CXR;Australia Oceania
Heard Island and McDonald Islands;HMD;Australia Oceania
Japan;JPN;Australia Oceania
Norfolk Island;NFK;Australia Oceania
Niue;NIU;Australia Oceania
New Zealand;NZL;Australia Oceania
French Polynesia;PYF;Australia Oceania
Tokelau;TKL;Australia Oceania
Brunei Darussalam;BRN;Southeast Asia
Fiji;FJI;Southeast Asia
Micronesia, Federated States of;FSM;Southeast Asia
Guam;GUM;Southeast Asia
Indonesia;IDN;Southeast Asia
Kiribati;KIR;Southeast Asia
Korea, Republic of;KOR;Southeast Asia
Marshall Islands;MHL;Southeast Asia
Northern Mariana Islands;MNP;Southeast Asia
Malaysia;MYS;Southeast Asia
New Caledonia;NCL;Southeast Asia
Nauru;NRU;Southeast Asia
Pitcairn;PCN;Southeast Asia
Philippines;PHL;Southeast Asia
Palau;PLW;Southeast Asia
Papua New Guinea;PNG;Southeast Asia
Korea, Democratic People's Republic of;PRK;Southeast Asia
Singapore;SGP;Southeast Asia
Solomon Islands;SLB;Southeast Asia
Thailand;THA;Southeast Asia
Timor-Leste;TLS;Southeast Asia
Tonga;TON;Southeast Asia
Tuvalu;TUV;Southeast Asia
Vanuatu;VUT;Southeast Asia
Wallis and Futuna;WLF;Southeast Asia
Samoa;WSM;Southeast Asia
Afghanistan;AFG;Russia China South Asia
Bangladesh;BGD;Russia China South Asia
Bhutan;BTN;Russia China South Asia
India;IND;Russia China South Asia
British Indian Ocean Territory;IOT;Russia China South Asia
Sri Lanka;LKA;Russia China South Asia
Maldives;MDV;Russia China South Asia
Myanmar;MMR;Russia China South Asia
Nepal;NPL;Russia China South Asia
Pakistan;PAK;Russia China South Asia
Reunion;REU;Russia China South Asia
